filename,text,language,audio_duration,audio_duration_group
5852398e-648d-40ee-bd37-68709a8ab8f1.wav,The quick brown fox jumps over the lazy dog in the sunny meadow today.,en,3.440625,6sec
7a59fd14-3a78-4892-b2da-142a8d21e7d2.wav,Technology is rapidly changing the way we communicate and work in modern society.,en,4.880625,6sec
3bcbae46-2323-4eeb-9b03-f2c41b8300cb.wav,"Beautiful flowers bloom in spring gardens, bringing joy and color to our world.",en,4.120625,6sec
1c6c398e-77c4-477e-953b-ebdf547989ba.wav,"Learning new skills requires patience, practice, and dedication to achieve success and growth.",en,5.120625,6sec
2ec6519d-9eaa-4724-bc0e-d2052f2ab5c8.wav,"Ocean waves crash against the rocky shore, creating a peaceful and calming natural sound.",en,4.800625,6sec
241777a9-f98b-4672-8f61-523a20ac2994.wav,Scientists are discovering new methods to solve complex problems using artificial intelligence and machine learning.,en,5.920625,6sec
43292393-56f4-4bd1-867d-fd1fce3da55d.wav,"Children love to play outside during summer vacation, exploring nature and making new friends.",en,4.720625,6sec
903179ff-b339-4621-9363-7ed73de4d099.wav,"The library contains thousands of books filled with knowledge, stories, and adventures waiting to be discovered.",en,5.760625,6sec
364b2484-e077-4e63-9389-d91e9e93af97.wav,Music has the power to inspire emotions and bring people together across different cultures.,en,5.040625,6sec
fc7524b8-12be-42e0-8321-4c89558b464f.wav,Cooking delicious meals for family and friends creates wonderful memories and strengthens bonds between people.,en,5.360625,6sec
11a0286a-e860-4f97-b010-7a2d92ecc27b.wav,"In the heart of the bustling city, a hidden rooftop garden provides a tranquil oasis for residents, offering a stunning panoramic view of the urban landscape and a peaceful retreat from the noise below.",en,10.120625,15sec
7fa70c72-aa1e-454f-8460-198c75e5a11e.wav,"Exploring the ancient ruins of a lost civilization, archaeologists uncovered intricate pottery and mysterious artifacts that whisper tales of a vibrant culture and their sophisticated understanding of astronomy.",en,11.400625,15sec
85eda266-1a23-468d-84c0-735512d86f9e.wav,"The annual film festival showcased a diverse range of international movies, from thought-provoking documentaries to heartwarming animated features, attracting cinema lovers from all corners of the globe.",en,10.160625,15sec
5bdf3c5c-e030-4d6d-9355-7ad58e05149e.wav,"As autumn leaves change to brilliant shades of red, orange, and gold, the forest transforms into a breathtaking canvas, inviting hikers to wander its scenic trails and enjoy the crisp, cool air.",en,10.240625,15sec
b461f54e-3774-43e1-93e8-f1c46f502dff.wav,"The local farmer's market is a treasure trove of fresh, organic produce, homemade jams, and artisanal cheeses, where the community gathers to support local growers and savor the delicious flavors of the season.",en,10.920625,15sec
142198f7-75f4-4d22-b1af-841329383cfe.wav,"A dedicated astronaut trains rigorously for a groundbreaking mission to Mars, preparing for the immense physical and psychological challenges of long-duration space travel and exploring a new world.",en,10.120625,15sec
cfee6979-d3a8-455d-acd2-c7c32c77f514.wav,"The innovative startup developed a revolutionary app that uses artificial intelligence to help users learn new languages more effectively through personalized lessons and interactive, real-world conversation practice.",en,12.160625,15sec
6ea9831d-2ff1-4ed2-bcaf-21364d0145ce.wav,A thrilling mystery novel follows a clever detective as she pieces together cryptic clues and interviews a cast of eccentric characters to solve a seemingly impossible crime in a fog-shrouded town.,en,9.520625,15sec
28bae2cb-5f6b-48b2-bfed-90facaff5165.wav,"Volunteers from the community came together to restore a historic landmark, carefully preserving its unique architecture and rich history for future generations to appreciate and learn from.",en,10.160625,15sec
401c8792-5b57-4dd1-a39b-77734a0cf767.wav,"The symphony orchestra performed a powerful and moving concerto, with the soaring notes of the lead violin captivating the entire audience and filling the concert hall with breathtaking musical energy.",en,9.640625,15sec
4a9cdeff-31e4-462e-a5d2-5a084d4ace08.wav,"The dedicated team of marine biologists embarked on a deep-sea expedition to study the mysterious and largely unexplored ecosystems of the ocean floor. Armed with advanced submersible technology, they navigated through underwater canyons and documented bioluminescent creatures that have never been seen by human eyes, contributing valuable data to our understanding of marine biodiversity and the impacts of climate change on these fragile environments.",en,23.600625,30sec
444db922-634e-4a0e-bc5e-eb85b212e937.wav,"In an effort to promote sustainable living, the city launched a program that encourages residents to cultivate their own vegetable gardens, providing them with tools, seeds, and educational workshops on organic farming. This green initiative helps reduce the community's carbon footprint and fosters a stronger connection between people and the food they consume, leading to healthier lifestyles.",en,19.880625,30sec
657d24fe-e9e0-4b22-af5f-64f4c617d4ca.wav,"A historical novel vividly recounts the tale of a young cartographer during the Age of Discovery who embarks on a perilous journey across uncharted seas. Facing treacherous storms, political intrigue, and the challenges of mapping a world that was constantly revealing new surprises, her story is one of courage, perseverance, and the unyielding human spirit of exploration that pushed the boundaries of the known world.",en,22.120625,30sec
3e731eb2-93ee-40c8-bb69-a70ad0d4f8a1.wav,"The ambitious robotics team, composed of talented high school students, spent months designing and building a sophisticated autonomous robot for a national competition. Their innovative design, featuring advanced sensor fusion and a neural network for navigation, impressed the judges and showcased the incredible potential of the next generation of engineers and inventors in solving real-world challenges.",en,21.080625,30sec
ad1257b8-5ec5-4cac-8ce7-8714af789bdf.wav,"A wildlife photographer ventured deep into the Amazon rainforest, patiently waiting for weeks to capture the perfect shot of an elusive, near-mythical jaguar. Her breathtaking images not only reveal the stunning beauty of this magnificent creature in its natural habitat but also serve as a powerful call to action for conservation efforts to protect endangered species from the growing threat of deforestation.",en,20.360625,30sec
fcbc483c-c104-4ce4-8d5d-4860cd1b5ca0.wav,"The small town's annual craft fair was a vibrant celebration of local artistry, featuring everything from hand-thrown pottery and intricate woodwork to beautiful hand-stitched quilts and sparkling glass jewelry. Visitors wandered from booth to booth, chatting with the artisans, learning about their creative processes, and finding unique, handmade treasures that told a story of community, tradition, and passion.",en,22.600625,30sec
9ca6178f-e085-4964-a8d5-483355c01531.wav,"A breakthrough in medical research has led to the development of a promising new treatment for a once-incurable disease, offering hope to millions of patients and their families worldwide. This innovative gene-editing therapy targets the root cause of the illness at a cellular level, representing a monumental leap forward in personalized medicine and our ability to combat complex genetic disorders.",en,20.880625,30sec
7fe5a7c3-e886-4097-8e79-bd9d2497bda4.wav,"A determined chef quit her corporate job to follow her dream of opening a farm-to-table restaurant, sourcing all her ingredients from local farms and suppliers within a fifty-mile radius. Her seasonal menu, which changes weekly based on the freshest available produce, has earned rave reviews for its creativity, flavor, and commitment to supporting the local agricultural community and promoting sustainable dining.",en,20.400625,30sec
8f6c0430-327e-42d1-9d79-eefec5b72894.wav,"An epic fantasy saga transports readers to a richly detailed world of magic, mythical beasts, and warring kingdoms, where a young hero with a mysterious past must unite a divided people against a rising ancient evil. The sprawling narrative weaves together themes of destiny, sacrifice, and the enduring power of friendship in the face of overwhelming odds, creating an immersive and unforgettable adventure.",en,21.440625,30sec
97de0ec5-3d26-4396-8300-04007230188e.wav,"Scientists studying the complex communication patterns of humpback whales have discovered that their haunting, melodic songs are far more structured than previously believed, containing intricate syntax and recurring phrases that are passed down through generations. This research suggests a level of cultural transmission and vocal learning that is remarkably similar to human language, deepening our appreciation for the intelligence of these gentle giants.",en,22.560625,30sec
2d61bfad-feb3-470a-8e00-9abda8c6802c.wav,"The comprehensive documentary series delves into the intricate world of ancient engineering, showcasing the ingenuity of civilizations that built monumental structures without modern technology. From the gravity-defying aqueducts of the Roman Empire and the precise astronomical alignment of the Egyptian pyramids to the complex water management systems of the Mayans, each episode unravels the brilliant scientific principles these societies employed. Through stunning visual reconstructions and expert interviews, the series not only highlights their architectural prowess but also offers profound insights into their social organization, cultural values, and deep understanding of the natural world, leaving viewers in awe of the enduring legacy of human innovation.",en,38.640625,1min
ef777b38-12c1-48c6-969f-a04bea364393.wav,"In the sprawling metropolis of Neo-Kyoto in the year 2242, advanced cybernetics and artificial intelligence have become an integral part of daily life, blurring the lines between humanity and technology. The story follows a brilliant but reclusive bio-engineer who uncovers a conspiracy that threatens to destabilize this technologically advanced society. As she navigates a world of corporate espionage, rogue AI, and underground resistance movements, she must confront difficult questions about the nature of consciousness, the ethics of artificial enhancement, and what it truly means to be human in an age of technological singularity, creating a thrilling and thought-provoking science fiction narrative.",en,36.280625,1min
4e02804c-ebbf-4370-ab0e-32f5588d763c.wav,"A detailed historical analysis explores the profound and lasting impact of the Silk Road, not just as a trade route for goods like silk and spices, but as a dynamic conduit for the exchange of ideas, technologies, religions, and cultures between the East and West. For centuries, this vast network of pathways facilitated unprecedented interactions, leading to the spread of Buddhism, the introduction of new scientific knowledge, and the blending of artistic styles. This cross-pollination of cultures fundamentally shaped the development of civilizations across Eurasia, demonstrating how interconnected the world was long before the modern era and highlighting the importance of cultural exchange in human history.",en,36.440625,1min
c459a090-0549-4b0b-ad2e-55e30f09ede2.wav,"This immersive nature documentary follows the incredible year-long migration of the Arctic tern, a small bird that undertakes the longest migratory journey in the animal kingdom, flying from the Arctic to the Antarctic and back again. Using state-of-the-art satellite tracking and stunning aerial cinematography, the film captures the immense challenges these resilient birds face, from navigating treacherous weather systems and evading predators to finding enough food to sustain their epic flight. It's a powerful and inspiring story of endurance, instinct, and the remarkable feats of the natural world that are often hidden from our view, offering a new perspective on the planet's interconnected ecosystems.",en,35.520625,1min
6e7e50cd-9c0b-4f59-9603-c4a79f74650e.wav,"A compelling biography sheds light on the life and work of Hedy Lamarr, who was not only a glamorous Hollywood film star of the 1940s but also a brilliant and self-taught inventor. During World War II, she co-developed a revolutionary 'frequency-hopping' communication system to help the Allies combat Nazi submarines, a pioneering technology that laid the groundwork for modern Wi-Fi, GPS, and Bluetooth. Her story is a fascinating look at a multi-talented individual who defied expectations, challenging the conventional roles of women in her era and making a monumental, yet long-unrecognized, contribution to science and technology that continues to shape our world today.",en,37.360625,1min
cbf00cf9-3fa0-49c8-86b9-d419456f4eee.wav,"In an effort to combat urban heat islands and improve air quality, a visionary team of architects and urban planners is redesigning cityscapes to incorporate 'living infrastructure.' This innovative approach involves integrating vertical gardens onto skyscraper facades, creating interconnected park corridors, and transforming rooftops into green spaces for community farming and recreation. By weaving nature directly into the urban fabric, they aim to create more sustainable, resilient, and livable cities for the future, where residents can enjoy the psychological and physical benefits of daily interaction with the natural environment, fostering a healthier and more harmonious coexistence between urbanization and nature.",en,39.320625,1min
7602223e-d934-4aa5-9640-4b81247f4a1a.wav,"The captivating museum exhibit showcases the lost art of medieval manuscript illumination, featuring exquisitely preserved books from the 8th to the 15th centuries. Each page is a masterpiece of intricate detail, with vibrant pigments made from crushed minerals and precious metals forming elaborate borders, detailed miniature paintings, and ornate initial letters. The exhibit explains the painstaking process undertaken by monks and artisans in monastic scriptoriums, who dedicated their lives to preserving knowledge and creating these beautiful works of art. It offers a rare window into the medieval world, revealing a deep reverence for text, artistry, and the spiritual devotion that fueled their incredible craftsmanship.",en,39.280625,1min
b179120a-d219-41ce-ac20-25626d88f687.wav,"An investigative report uncovers the complex and clandestine world of deep-sea mining, a new frontier for resource extraction that poses significant environmental risks. As terrestrial mineral deposits dwindle, corporations are turning to the ocean floor, which is rich in valuable metals like cobalt and manganese. However, scientists warn that mining these pristine, little-understood ecosystems could cause irreversible damage, destroying unique habitats and wiping out undiscovered species before they are even identified. The report weighs the economic pressures for these resources against the urgent need for conservation, presenting a critical environmental dilemma for the 21st century.",en,37.000625,1min
b625dc74-4346-4784-9f7b-1e6839ec8c10.wav,"The heartwarming film tells the true story of a dedicated music teacher in a low-income school district who transforms the lives of his students by creating a youth orchestra against all odds. Facing a severe lack of funding, skeptical parents, and students with no prior musical experience, he inspires them through his unwavering passion and belief in their potential. The journey follows their struggles and triumphs as they learn to play their instruments, work together as a team, and discover the power of music to build confidence, discipline, and a sense of community, culminating in a performance that brings the entire town together and changes their lives forever.",en,33.920625,1min
8cff0f9c-a93b-47a7-bc98-59706cb3d1c6.wav,"A fascinating exploration into the field of biomimicry reveals how scientists and engineers are turning to the natural world for inspiration to solve some of humanity's most complex challenges. By studying the intricate design of a lotus leaf, they've created self-cleaning surfaces. By mimicking the structure of a termite mound, they've designed energy-efficient buildings with natural ventilation. From the aerodynamics of a bird's wing inspiring more efficient aircraft to the adhesive properties of a gecko's foot leading to new types of glue, this approach highlights the genius of evolution as the ultimate problem-solver and fosters a more sustainable and innovative future based on nature's proven principles.",en,35.600625,1min
